file,nct_id,train_val,num_arms,num_subjects,phase,intervention_type,country,has_sap
00_NCT02477800_Prot_000.pdf,NCT02477800,train,2.0,1653.0,Phase 3,Drug,"US,AU,AT,CA,DK,FR,DE,IT,JP,KR,PT,ES,TW,GB,CZ,HU",0
00_NCT02483000_Prot_SAP_000.pdf,NCT02483000,train,1.0,3.0,Phase 1,BiologicalDrug,US,1
00_NCT02489500_Prot_SAP_000.pdf,NCT02489500,train,2.0,3.0,Phase 3,Drug,US,1
00_NCT02498600_Prot_SAP_000.pdf,NCT02498600,train,2.0,100.0,Phase 2,Biological,US,1
00_NCT02527200_Prot_000.pdf,NCT02527200,train,2.0,56.0,Phase 3,Drug,"US,AU,CA,FR,IT,NL,NZ,TR",0
00_NCT02557100_Prot_000.pdf,NCT02557100,train,3.0,80.0,Phase 4,Drug,"US,CA,MX,DZ",0
00_NCT02558400_Prot_000.pdf,NCT02558400,train,3.0,718.0,Phase 3,Drug,US,0
00_NCT02561000_Prot_SAP_000.pdf,NCT02561000,train,3.0,100.0,Phase 2,Drug,US,1
00_NCT02564900_Prot_SAP_000.pdf,NCT02564900,train,2.0,292.0,Phase 1,Drug,"US,JP",1
00_NCT02575300_Prot_SAP_000.pdf,NCT02575300,train,1.0,20.0,Phase 2,Drug,US,1
00_NCT02624700_Prot_SAP_000.pdf,NCT02624700,train,2.0,13.0,Phase 2,Drug,US,1
00_NCT02626000_Prot_000.pdf,NCT02626000,train,1.0,36.0,Phase 1,DrugBiological,"US,AU,AT,BE,CA,FR,GR,IT,ES,CH,GB",0
00_NCT02633800_Prot_000.pdf,NCT02633800,train,2.0,87.0,Phase 2,Drug,"BE,FR,DE,HU,PL,RO,GB",0
00_NCT02653300_Prot_000.pdf,NCT02653300,train,1.0,10.0,Phase 2,Biological,IL,0
00_NCT02671500_Prot_001.pdf,NCT02671500,train,1.0,375.0,Phase 3,Drug,"CN,MY,SG,TH,VN",0
00_NCT02678000_Prot_001.pdf,NCT02678000,train,2.0,84.0,Phase 2,Drug,"US,DE",0
00_NCT02701400_Prot_SAP_000.pdf,NCT02701400,train,2.0,18.0,Phase 2,Biological,US,1
00_NCT02711800_Prot_SAP_000.pdf,NCT02711800,train,1.0,9.0,Phase 2,Drug,US,1
00_NCT02750800_Prot_SAP_000.pdf,NCT02750800,train,,427.0,,Biological,HU,1
00_NCT02753400_Prot_SAP_000.pdf,NCT02753400,train,2.0,24.0,Phase 2,Drug,US,1
00_NCT02762500_Prot_000.pdf,NCT02762500,train,2.0,124.0,Phase 2,Drug,"US,CA,CZ,HU,NL,PL,RS,CZ",0
00_NCT02785900_Prot_001.pdf,NCT02785900,train,2.0,240.0,Phase 3,Drug,"US,AU,AT,BE,CZ,FR,DE,HU,IL,IT,KR,LU,PL,ES,TW,GB,CZ",0
00_NCT02821000_Prot_SAP_000.pdf,NCT02821000,val,1.0,103.0,Phase 1,Biological,CN,1
00_NCT02827500_Prot_000.pdf,NCT02827500,val,2.0,104.0,Phase 4,Drug,US,0
00_NCT02839200_Prot_000.pdf,NCT02839200,val,6.0,360.0,Phase 2,Drug,"US,DE,HU,IL,ES,SE",0
00_NCT02862600_Prot_000.pdf,NCT02862600,val,1.0,35.0,Phase 2,Drug,US,0
00_NCT02876900_Prot_000.pdf,NCT02876900,val,3.0,617.0,Phase 3,Drug,US,0
00_NCT02889900_Prot_000.pdf,NCT02889900,val,1.0,62.0,Phase 2,Drug,US,0
00_NCT02895100_Prot_000.pdf,NCT02895100,val,4.0,98.0,Phase 2,Drug,"US,AU,BE,BA,CA,HR,CZ,DE,HU,KR,LV,NL,NZ,PL,RU,RS,UA",0
00_NCT02896400_Prot_SAP_000.pdf,NCT02896400,val,16.0,1056.0,Phase 3,Drug,US,1
00_NCT02908100_Prot_SAP_000.pdf,NCT02908100,test,3.0,260.0,Phase 2,Drug,"US,AR,BR,BG,CL,CO,DE,KR,MX,ES,TW,GB,FR,PT,TH",1
00_NCT02918500_Prot_000.pdf,NCT02918500,test,2.0,4.0,Phase 4,Drug,CA,0
00_NCT02947100_Prot_SAP_000.pdf,NCT02947100,test,1.0,4.0,Phase 1/Phase 2,Drug,US,1
00_NCT02949700_Prot_SAP_000.pdf,NCT02949700,test,1.0,26.0,Phase 1/Phase 2,Drug,US,1
00_NCT02973100_Prot_001.pdf,NCT02973100,test,4.0,318.0,Phase 2,Drug,"US,CZ,MX,PL,PR,RO,CZ",0
00_NCT02975700_Prot_SAP_000.pdf,NCT02975700,test,1.0,6.0,Not Applicable,Drug,"CN,KR",1
00_NCT02996500_Prot_001.pdf,NCT02996500,test,6.0,269.0,Phase 2,Drug,"US,AU,BA,BG,HR,CZ,GE,DE,HU,KR,MX,PL,RO,RU,RS,SK,ES,TW,UA",0
00_NCT02999100_Prot_000.pdf,NCT02999100,test,3.0,31.0,Phase 1,Drug,"AU,GB",0
00_NCT03003000_Prot_001.pdf,NCT03003000,train,3.0,635.0,Phase 3,Drug,"DE,RU",0
00_NCT03014700_Prot_000.pdf,NCT03014700,train,2.0,60.0,Phase 4,Biological,US,0
00_NCT03029000_Prot_SAP_000.pdf,NCT03029000,train,1.0,1.0,Phase 3,Drug,US,1
00_NCT03048500_Prot_SAP_000.pdf,NCT03048500,train,1.0,17.0,Phase 2,DrugBiological,US,1
00_NCT03051100_Prot_000.pdf,NCT03051100,train,2.0,63.0,Phase 2,Drug,US,0
00_NCT03055000_Prot_SAP_000.pdf,NCT03055000,train,3.0,49.0,Phase 1,Biological,US,1
00_NCT03057600_Prot_000.pdf,NCT03057600,train,4.0,52.0,Phase 2,Drug,US,0
00_NCT03065400_Prot_SAP_000.pdf,NCT03065400,train,1.0,10.0,Phase 2,Drug,US,1
00_NCT03073200_Prot_002.pdf,NCT03073200,train,3.0,201.0,Phase 3,Drug,"US,AR,CA,CZ,FR,DE,HU,MX,NL,PL,PR,RU,ES,CZ",0
00_NCT03090100_Prot_000.pdf,NCT03090100,train,2.0,1048.0,Phase 3,Drug,"US,AU,CA,CZ,FR,DE,HU,PL,ES,CZ",0
00_NCT03091400_Prot_SAP_000.pdf,NCT03091400,train,2.0,11.0,Phase 2,Drug,US,1
00_NCT03100500_Prot_001.pdf,NCT03100500,train,1.0,51.0,Phase 3,Drug,JP,0
00_NCT03104400_Prot_000.pdf,NCT03104400,train,5.0,1705.0,Phase 3,Drug,"US,AR,AU,BY,BE,BA,BR,BG,CA,CL,CN,CO,HR,CZ,EE,DE,GR,HK,HU,IE,IL,IT,JP,KR,LV,LT,MY,MX,NL,NZ,NO,PL,PT,PR,RU,RS,SG,SK,SI,ZA,ES,CH,TW,TR,UA,GB,EG,RO",0
00_NCT03110900_Prot_SAP_000.pdf,NCT03110900,train,2.0,2.0,Phase 4,Drug,US,1
00_NCT03125200_Prot_000.pdf,NCT03125200,train,1.0,21.0,Phase 1,Drug,"US,BE",0
00_NCT03129100_Prot_000.pdf,NCT03129100,train,3.0,773.0,Phase 3,Drug,"US,AR,AT,BR,CA,CZ,FI,FR,DE,HU,IL,IT,JP,KR,MX,NL,PL,PR,RO,RU,ES,TW,GB,CY",0
00_NCT03198000_Prot_001.pdf,NCT03198000,train,3.0,120.0,Phase 3,Drug,US,0
00_NCT03201900_Prot_000.pdf,NCT03201900,train,1.0,91.0,Phase 3,Drug,"JP,KR",0
00_NCT03231800_Prot_000.pdf,NCT03231800,train,2.0,95.0,Phase 3,Drug,US,0
00_NCT03244800_Prot_000.pdf,NCT03244800,train,4.0,65.0,Phase 2,Drug,DE,0
00_NCT03281200_Prot_SAP_000.pdf,NCT03281200,train,,172.0,,Drug,ES,1
00_NCT03296800_Prot_000.pdf,NCT03296800,train,3.0,48.0,Phase 1,Drug,US,0
00_NCT03393000_Prot_SAP_000.pdf,NCT03393000,train,2.0,19.0,Phase 3,Drug,US,1
00_NCT03400800_Prot_000.pdf,NCT03400800,train,2.0,1617.0,Phase 3,Drug,"CZ,DE,HU,PL,ZA,UA,GB",0
00_NCT03420300_Prot_SAP_000.pdf,NCT03420300,train,1.0,40.0,Phase 4,Drug,TW,1
00_NCT03428100_Prot_000.pdf,NCT03428100,train,4.0,463.0,Phase 3,Drug,"AT,BE,BR,FI,FR,DE,IT,JP,NL,PL,RU,ES,CH,GB",0
00_NCT03456700_Prot_SAP_000.pdf,NCT03456700,train,1.0,22.0,Phase 2,Drug,US,1
00_NCT03477500_Prot_SAP_000.pdf,NCT03477500,train,2.0,100.0,Phase 3,Drug,"DK,NL,NO,SE",1
00_NCT03523000_Prot_SAP_001.pdf,NCT03523000,train,2.0,36.0,Phase 4,Drug,US,1
00_NCT03530800_Prot_SAP_001.pdf,NCT03530800,train,2.0,50.0,Phase 2/Phase 3,Drug,US,1
00_NCT03565900_Prot_SAP_000.pdf,NCT03565900,train,2.0,277.0,Phase 3,Biological,"US,AU,BE,BR,CA,CO,FR,DE,MX,SE",1
00_NCT03568500_Prot_001.pdf,NCT03568500,train,4.0,44.0,Phase 4,Drug,GB,0
00_NCT03593200_Prot_000.pdf,NCT03593200,train,1.0,4.0,Phase 2,Drug,"BG,RS,GR,PL,RO",0
00_NCT03625700_Prot_SAP_000.pdf,NCT03625700,train,,11196.0,,Drug,DK,1
00_NCT03634800_Prot_SAP_000.pdf,NCT03634800,train,1.0,6.0,Phase 2,Drug,US,1
00_NCT03650400_Prot_001.pdf,NCT03650400,train,2.0,11.0,Phase 2,Drug,"US,GB",0
00_NCT03668600_Prot_000.pdf,NCT03668600,train,1.0,230.0,Phase 3,Drug,US,0
00_NCT03693300_Prot_000.pdf,NCT03693300,train,2.0,117.0,Phase 2,Drug,"US,FR,DE,IT,ES,GB",0
00_NCT03711500_Prot_002.pdf,NCT03711500,train,4.0,45.0,Phase 1/Phase 2,Drug,US,0
00_NCT03719300_Prot_000.pdf,NCT03719300,train,1.0,32.0,Phase 2,Drug,US,0
00_NCT03759600_Prot_000.pdf,NCT03759600,train,1.0,20.0,Phase 2,Drug,JP,0
00_NCT03770000_Prot_000.pdf,NCT03770000,train,1.0,33.0,Phase 1/Phase 2,Drug,US,0
00_NCT03781700_Prot_001.pdf,NCT03781700,train,2.0,500.0,Phase 4,Drug,SE,0
00_NCT03784300_Prot_SAP_ICF_000.pdf,NCT03784300,train,6.0,24.0,Phase 1,Drug,US,1
00_NCT03807700_Prot_000.pdf,NCT03807700,val,2.0,119.0,Phase 3,Drug,CA,0
00_NCT03823300_Prot_000.pdf,NCT03823300,val,2.0,658.0,Phase 3,Drug,"US,AR,AU,AT,BR,BG,CN,DK,FR,DE,HK,HU,IT,KR,PL,PT,RU,SG,ES,TW,TR",0
00_NCT03861000_Prot_SAP_000.pdf,NCT03861000,val,2.0,3.0,Phase 1/Phase 2,Drug,US,1
00_NCT03872700_Prot_000.pdf,NCT03872700,val,2.0,49.0,Phase 3,Drug,US,0
00_NCT03894800_Prot_SAP_002.pdf,NCT03894800,val,4.0,12.0,Phase 4,Drug,NO,1
00_NCT03961100_Prot_000.pdf,NCT03961100,test,2.0,31.0,Phase 1,Drug,GB,0
00_NCT04030000_Prot_SAP_000.pdf,NCT04030000,train,1.0,17.0,Phase 1/Phase 2,Drug,US,1
00_NCT04152200_Prot_000.pdf,NCT04152200,train,1.0,21.0,Phase 3,Drug,"US,AU,BE,FR,IL,IT,JO,LB,NL,TR,AE,CH,GB",0
00_NCT04195100_Prot_000.pdf,NCT04195100,train,2.0,14.0,Early Phase 1,Drug,NL,0
00_NCT04228900_Prot_004.pdf,NCT04228900,train,2.0,50.0,Not Applicable,Drug,NO,0
00_NCT04323800_Prot_000.pdf,NCT04323800,train,2.0,180.0,Phase 2,Biological,US,0
00_NCT04344600_Prot_SAP_002.pdf,NCT04344600,train,2.0,6.0,Phase 2,Drug,US,1
00_NCT04348500_Prot_SAP_000.pdf,NCT04348500,train,2.0,17.0,Phase 2,Drug,US,1
00_NCT04390100_Prot_000.pdf,NCT04390100,train,3.0,30.0,Phase 4,Drug,EG,0
00_NCT04426500_Prot_SAP_000.pdf,NCT04426500,train,3.0,148.0,Phase 3,Drug,US,1
00_NCT04602000_Prot_003.pdf,NCT04602000,train,5.0,1642.0,Phase 2/Phase 3,Biological,KR,0
00_NCT04608500_Prot_000.pdf,NCT04608500,train,2.0,771.0,Phase 3,Drug,US,0
00_NCT04912700_Prot_000.pdf,NCT04912700,test,,11834.0,,Biological,US,0
00_NCT04989400_Prot_000.pdf,NCT04989400,test,2.0,24.0,Phase 4,Drug,EG,0
01_NCT00255801_Prot_SAP_000.pdf,NCT00255801,train,1.0,37.0,Phase 2,Drug,US,1
01_NCT00445601_Prot_SAP_ICF_000.pdf,NCT00445601,train,2.0,406.0,Phase 3,Drug,US,1
01_NCT00536601_Prot_SAP_000.pdf,NCT00536601,train,7.0,174.0,Not Applicable,Drug,US,1
01_NCT00592501_Prot_SAP_000.pdf,NCT00592501,train,1.0,25.0,Phase 2,Drug,US,1
01_NCT00604201_Prot_SAP_000.pdf,NCT00604201,train,1.0,31.0,Phase 2,Biological,US,1
01_NCT00701701_Prot_000.pdf,NCT00701701,train,2.0,4.0,Phase 4,Biological,"US,IL,CA",0
01_NCT00738101_Prot_SAP_000.pdf,NCT00738101,train,1.0,293.0,Not Applicable,Drug,US,1
01_NCT01134601_Prot_SAP_000.pdf,NCT01134601,train,1.0,1.0,Phase 1,Drug,US,1
01_NCT01247701_Prot_SAP_001.pdf,NCT01247701,train,1.0,16.0,Not Applicable,Drug,US,1
01_NCT01408901_Prot_SAP_000.pdf,NCT01408901,train,4.0,210.0,Not Applicable,Drug,US,1
01_NCT01453101_Prot_SAP_000.pdf,NCT01453101,train,1.0,54.0,Phase 2,Drug,US,1
01_NCT01514201_Prot_SAP_000.pdf,NCT01514201,train,1.0,66.0,Phase 1/Phase 2,Drug,US,1
01_NCT01640301_Prot_SAP_000.pdf,NCT01640301,train,2.0,47.0,Phase 1/Phase 2,BiologicalDrug,US,1
01_NCT01775501_Prot_SAP_000.pdf,NCT01775501,train,1.0,40.0,Phase 2,Drug,US,1
01_NCT01847001_Prot_SAP_000.pdf,NCT01847001,val,1.0,10.0,Phase 2,Drug,US,1
01_NCT01908101_Prot_SAP_000.pdf,NCT01908101,test,1.0,86.0,Phase 2,Drug,US,1
01_NCT01938001_Prot_001.pdf,NCT01938001,test,2.0,358.0,Phase 3,Drug,"US,BE,BR,CN,CZ,FR,DE,IL,IT,JP,PL,PT,PR,RU,ES,TR,GB,CZ",0
01_NCT01953601_Prot_SAP_000.pdf,NCT01953601,test,3.0,1454.0,Phase 3,Drug,"AR,AU,AT,BE,BR,CA,FI,FR,DE,HU,IE,IT,JP,KR,NL,NZ,NO,PL,ES,CH,GB,US",1
01_NCT01970501_Prot_000.pdf,NCT01970501,test,2.0,267.0,Phase 2,Drug,"US,CA,HU,NL,PL,RS",0
01_NCT01975701_Prot_001.pdf,NCT01975701,test,1.0,26.0,Phase 2,Drug,"US,AU,BE,NL,ES,CH,FR,DE,IT,SE",0
01_NCT02027701_Prot_000.pdf,NCT02027701,train,1.0,82.0,Phase 3,Biological,"US,AU,CA,CZ,FR,DE,IT,JP,NL,ES,GB,CZ,FI",0
01_NCT02056301_Prot_SAP_000.pdf,NCT02056301,train,2.0,62.0,Phase 4,Drug,US,1
01_NCT02071901_Prot_SAP_000.pdf,NCT02071901,train,1.0,31.0,Phase 2,Drug,US,1
01_NCT02168101_Prot_000.pdf,NCT02168101,train,3.0,9.0,Phase 2,Drug,US,0
01_NCT02186301_Prot_SAP_000.pdf,NCT02186301,train,2.0,100.0,Phase 2/Phase 3,Drug,"US,DE,HK,IT,KR,ES,TW",1
01_NCT02196701_Prot_000.pdf,NCT02196701,train,1.0,46.0,Phase 3,Drug,CA,0
01_NCT02217501_Prot_SAP_000.pdf,NCT02217501,train,2.0,159.0,Phase 3,Drug,US,1
01_NCT02296801_Prot_SAP_000.pdf,NCT02296801,train,5.0,307.0,Phase 2,Drug,"US,CA,GB",1
01_NCT02318901_Prot_SAP_000.pdf,NCT02318901,train,3.0,16.0,Phase 1/Phase 2,Drug,US,1
01_NCT02325401_Prot_SAP_000.pdf,NCT02325401,train,1.0,20.0,Phase 1,Drug,US,1
01_NCT02417701_Prot_SAP_000.pdf,NCT02417701,train,1.0,34.0,Phase 2,Drug,US,1
01_NCT02421601_Prot_SAP_000.pdf,NCT02421601,train,1.0,1011.0,Phase 3,Drug,"US,DE,RO,ES",1
01_NCT02469701_Prot_000.pdf,NCT02469701,train,1.0,10.0,Phase 2,Drug,US,0
01_NCT02497001_Prot_001.pdf,NCT02497001,train,4.0,1902.0,Phase 3,Drug,"US,CA,CN,JP",0
01_NCT02503501_Prot_SAP_001.pdf,NCT02503501,train,2.0,49.0,Phase 2,Drug,US,1
01_NCT02510001_Prot_003.pdf,NCT02510001,train,8.0,82.0,Phase 1,Drug,GB,0
01_NCT02543801_Prot_SAP_000.pdf,NCT02543801,train,4.0,239.0,Phase 4,Drug,,1
01_NCT02565901_Prot_SAP_000.pdf,NCT02565901,train,2.0,28.0,Phase 1/Phase 2,Drug,US,1
01_NCT02569801_Prot_SAP_000.pdf,NCT02569801,train,2.0,71.0,Phase 2,Drug,"US,AU,DE,KR,ES,GB",1
01_NCT02578901_Prot_000.pdf,NCT02578901,train,2.0,330.0,Phase 3,Drug,US,0
01_NCT02597101_Prot_SAP_ICF_000.pdf,NCT02597101,train,2.0,14.0,Phase 2,Drug,US,1
01_NCT02633501_Prot_002.pdf,NCT02633501,train,4.0,312.0,Phase 2,Drug,"US,BE,CZ,HU,IT,KR,MX,PL,CZ",0
01_NCT02677701_Prot_000.pdf,NCT02677701,train,2.0,119.0,Phase 4,Drug,US,0
01_NCT02682901_Prot_000.pdf,NCT02682901,train,2.0,84.0,Phase 4,Drug,US,0
01_NCT02690701_Prot_000.pdf,NCT02690701,train,2.0,91.0,Phase 4,DrugBiological,US,0
01_NCT02702401_Prot_SAP_001.pdf,NCT02702401,train,2.0,413.0,Phase 3,BiologicalDrug,"AR,AU,BE,CA,CL,CO,DK,FR,DE,HK,HU,IE,IL,IT,JP,KR,MX,NO,PH,PL,PR,RU,TW,TH,TR,GB,US",1
01_NCT02707601_Prot_002.pdf,NCT02707601,train,2.0,150.0,Phase 3,Drug,"US,PR",0
01_NCT02729701_Prot_SAP_000.pdf,NCT02729701,train,1.0,28.0,Phase 2,Drug,US,1
01_NCT02737501_Prot_000.pdf,NCT02737501,train,3.0,275.0,Phase 3,Drug,"US,AU,AT,CA,DK,FR,DE,HK,IT,KR,LU,NL,NO,SG,ES,SE,CH,TW,GB,FI",0
01_NCT02738801_Prot_000.pdf,NCT02738801,train,2.0,23.0,Phase 2,Drug,"UA,GB,IT",0
01_NCT02768701_Prot_SAP_000.pdf,NCT02768701,train,1.0,40.0,Phase 2,Drug,US,1
01_NCT02786901_Prot_SAP_000.pdf,NCT02786901,train,3.0,600.0,Phase 3,Drug,US,1
01_NCT02788201_Prot_SAP_000.pdf,NCT02788201,train,1.0,8.0,Phase 2,Drug,US,1
01_NCT02796001_Prot_SAP_000.pdf,NCT02796001,train,3.0,46.0,Phase 1/Phase 2,Biological,US,1
01_NCT02802501_Prot_000.pdf,NCT02802501,val,3.0,150.0,Phase 3,Drug,ID,0
01_NCT02850601_Prot_SAP_001.pdf,NCT02850601,val,2.0,24.0,Phase 2,Drug,US,1
01_NCT02858401_Prot_000.pdf,NCT02858401,val,10.0,48.0,Phase 1,Drug,US,0
01_NCT02871401_Prot_SAP_000.pdf,NCT02871401,val,2.0,31.0,Phase 1,Drug,US,1
01_NCT02876601_Prot_SAP_000.pdf,NCT02876601,val,4.0,20.0,Phase 4,Drug,AT,1
01_NCT02927301_Prot_000.pdf,NCT02927301,test,1.0,181.0,Phase 2,Drug,US,0
01_NCT02937701_Prot_000.pdf,NCT02937701,test,2.0,558.0,Phase 3,Biological,"US,AU,BG,CA,CZ,DE,HU,PL,ES,CZ",0
01_NCT02952001_Prot_SAP_000.pdf,NCT02952001,test,,33.0,,Drug,"US,IN",1
01_NCT02954601_Prot_000.pdf,NCT02954601,test,4.0,31.0,Phase 2,Drug,US,0
01_NCT02963701_Prot_000.pdf,NCT02963701,test,2.0,56.0,Phase 1,Drug,ZA,0
01_NCT02966301_Prot_000.pdf,NCT02966301,test,1.0,21.0,Phase 2,Drug,FR,0
01_NCT02979301_Prot_SAP_000.pdf,NCT02979301,test,2.0,22.0,Not Applicable,Drug,US,1
01_NCT02985801_Prot_SAP_000.pdf,NCT02985801,test,2.0,16.0,Phase 1/Phase 2,Drug,US,1
01_NCT03041701_Prot_SAP_000.pdf,NCT03041701,train,3.0,14.0,Phase 1/Phase 2,Drug,US,1
01_NCT03053401_Prot_SAP_000.pdf,NCT03053401,train,2.0,52.0,Not Applicable,Drug,US,1
01_NCT03075501_Prot_SAP_ICF_000.pdf,NCT03075501,train,2.0,133.0,Phase 4,Drug,US,1
01_NCT03093701_Prot_SAP_000.pdf,NCT03093701,train,4.0,31.0,Phase 2,Drug,US,1
01_NCT03115801_Prot_SAP_000.pdf,NCT03115801,train,2.0,6.0,Phase 2,Drug,US,1
01_NCT03119701_Prot_000.pdf,NCT03119701,train,2.0,40.0,Phase 2,Drug,"EE,FI,LT,GB",0
01_NCT03122301_Prot_SAP_000.pdf,NCT03122301,train,2.0,2.0,Phase 2,Drug,US,1
01_NCT03143101_Prot_000.pdf,NCT03143101,train,3.0,200.0,Phase 4,Biological,US,0
01_NCT03169101_Prot_SAP_000.pdf,NCT03169101,train,,395.0,,Drug,US,1
01_NCT03178201_Prot_SAP_000.pdf,NCT03178201,train,1.0,5.0,Phase 2,Drug,US,1
01_NCT03180801_Prot_000.pdf,NCT03180801,train,3.0,153.0,Phase 2,Biological,GB,0
01_NCT03187301_Prot_000.pdf,NCT03187301,train,3.0,48.0,Phase 2,Drug,"US,IT",0
01_NCT03241901_Prot_SAP_ICF_000.pdf,NCT03241901,train,2.0,280.0,Phase 4,Drug,TZ,1
01_NCT03323801_Prot_SAP_002.pdf,NCT03323801,train,1.0,10.0,Phase 2,Drug,US,1
01_NCT03339401_Prot_SAP_003.pdf,NCT03339401,train,2.0,29.0,Phase 2,Drug,"US,FR,DE,IE,IT,NL,PL,ES,GB",1
01_NCT03345901_Prot_SAP_000.pdf,NCT03345901,train,2.0,18.0,Phase 3,Drug,"US,CA",1
01_NCT03390101_Prot_000.pdf,NCT03390101,train,3.0,213.0,Phase 3,Drug,RU,0
01_NCT03404401_Prot_SAP_000.pdf,NCT03404401,train,2.0,620.0,Phase 3,Drug,US,1
01_NCT03410901_Prot_ICF_000.pdf,NCT03410901,train,1.0,15.0,Phase 1,BiologicalDrug,US,0
01_NCT03473301_Prot_SAP_000.pdf,NCT03473301,train,3.0,91.0,Phase 1/Phase 2,Biological,US,1
01_NCT03514901_Prot_SAP_000.pdf,NCT03514901,train,2.0,120.0,Phase 2,Drug,IT,1
01_NCT03539601_Prot_000.pdf,NCT03539601,train,4.0,237.0,Phase 4,Drug,"US,DE,IT,PL,SE,CH,GB,BE",0
01_NCT03561701_Prot_000.pdf,NCT03561701,train,2.0,425.0,Phase 3,Drug,US,0
01_NCT03611101_Prot_000.pdf,NCT03611101,train,4.0,124.0,,Drug,US,0
01_NCT03655301_Prot_000.pdf,NCT03655301,train,1.0,13.0,Phase 1,Drug,US,0
01_NCT03663101_Prot_000.pdf,NCT03663101,train,5.0,16.0,Phase 2,DrugBiological,GB,0
01_NCT03667001_Prot_SAP_001.pdf,NCT03667001,train,2.0,140.0,Phase 3,Drug,CH,1
01_NCT03677401_Prot_001.pdf,NCT03677401,train,2.0,295.0,Phase 3,Drug,"AT,DE,PL",0
01_NCT03682601_Prot_SAP_005.pdf,NCT03682601,train,3.0,32.0,Phase 2,Drug,US,1
